"VEN_DEV_SUBSYS";"VEN";"VEN_name";"DEV";"DEV_name";"SUBSYS";"SUBSYS_name"
"VEN_14E4&DEV_16AC&SUBSYS_03041014";"14E4";"Broadcom Inc. and subsidiaries";"16AC";"NetXtreme II BCM5708S Gigabit Ethernet";"03041014";"NetXtreme II BCM5708S Gigabit Ethernet"
"VEN_14E4&DEV_16AC&SUBSYS_01BB1028";"14E4";"Broadcom Inc. and subsidiaries";"16AC";"NetXtreme II BCM5708S Gigabit Ethernet";"01BB1028";"PowerEdge 1955 Broadcom NetXtreme II BCM5708S"
"VEN_14E4&DEV_16AC&SUBSYS_020C1028";"14E4";"Broadcom Inc. and subsidiaries";"16AC";"NetXtreme II BCM5708S Gigabit Ethernet";"020C1028";"PowerEdge M605 Broadcom NetXtreme II BCM5708S"
"VEN_14E4&DEV_16AC&SUBSYS_1706103C";"14E4";"Broadcom Inc. and subsidiaries";"16AC";"NetXtreme II BCM5708S Gigabit Ethernet";"1706103C";"NC373m Multifunction Gigabit Server Adapter"
"VEN_14E4&DEV_16AC&SUBSYS_7038103C";"14E4";"Broadcom Inc. and subsidiaries";"16AC";"NetXtreme II BCM5708S Gigabit Ethernet";"7038103C";"NC373i PCI Express Multifunction Gigabit Server Adapter"
"VEN_14E4&DEV_16AC&SUBSYS_703B103C";"14E4";"Broadcom Inc. and subsidiaries";"16AC";"NetXtreme II BCM5708S Gigabit Ethernet";"703B103C";"NC373i Integrated Multifunction Gigabit Server Adapter"
"VEN_14E4&DEV_16AC&SUBSYS_703D103C";"14E4";"Broadcom Inc. and subsidiaries";"16AC";"NetXtreme II BCM5708S Gigabit Ethernet";"703D103C";"NC373F PCI Express Multifunction Gigabit Server Adapter"
"VEN_14E4&DEV_16AD";"14E4";"Broadcom Inc. and subsidiaries";"16AD";"NetXtreme II BCM57840 10/20 Gigabit Ethernet Virtual Function";"";""
"VEN_14E4&DEV_16AD&SUBSYS_1916103C";"14E4";"Broadcom Inc. and subsidiaries";"16AD";"NetXtreme II BCM57840 10/20 Gigabit Ethernet Virtual Function";"1916103C";"FlexFabric 20Gb 2-port 630FLB Adapter"
"VEN_14E4&DEV_16AD&SUBSYS_1917103C";"14E4";"Broadcom Inc. and subsidiaries";"16AD";"NetXtreme II BCM57840 10/20 Gigabit Ethernet Virtual Function";"1917103C";"FlexFabric 20Gb 2-port 630M Adapter"
"VEN_14E4&DEV_16AD&SUBSYS_2231103C";"14E4";"Broadcom Inc. and subsidiaries";"16AD";"NetXtreme II BCM57840 10/20 Gigabit Ethernet Virtual Function";"2231103C";"3820C 10/20Gb Converged Network Adapter (SR-IOV VF)"
"VEN_14E4&DEV_16AD&SUBSYS_22FA103C";"14E4";"Broadcom Inc. and subsidiaries";"16AD";"NetXtreme II BCM57840 10/20 Gigabit Ethernet Virtual Function";"22FA103C";"FlexFabric 10Gb 2-port 536FLB Adapter (SR-IOV VF)"
"VEN_14E4&DEV_16AE";"14E4";"Broadcom Inc. and subsidiaries";"16AE";"NetXtreme II BCM57810 10 Gigabit Ethernet Multi Function";"";""
"VEN_14E4&DEV_16AE&SUBSYS_1798103C";"14E4";"Broadcom Inc. and subsidiaries";"16AE";"NetXtreme II BCM57810 10 Gigabit Ethernet Multi Function";"1798103C";"NPAR 10Gb 2-port 530FLB Adapter"
"VEN_14E4&DEV_16AE&SUBSYS_17A5103C";"14E4";"Broadcom Inc. and subsidiaries";"16AE";"NetXtreme II BCM57810 10 Gigabit Ethernet Multi Function";"17A5103C";"NPAR 10Gb 2-port 530M Adapter"
"VEN_14E4&DEV_16AE&SUBSYS_18D3103C";"14E4";"Broadcom Inc. and subsidiaries";"16AE";"NetXtreme II BCM57810 10 Gigabit Ethernet Multi Function";"18D3103C";"NPAR 10Gb 2-port 530T Adapter"
"VEN_14E4&DEV_16AE&SUBSYS_1930103C";"14E4";"Broadcom Inc. and subsidiaries";"16AE";"NetXtreme II BCM57810 10 Gigabit Ethernet Multi Function";"1930103C";"NPAR 10Gb 2-port 534FLR-SFP+ Adapter"
"VEN_14E4&DEV_16AE&SUBSYS_1931103C";"14E4";"Broadcom Inc. and subsidiaries";"16AE";"NetXtreme II BCM57810 10 Gigabit Ethernet Multi Function";"1931103C";"NPAR CN1100R Dual Port Converged Network Adapter"
"VEN_14E4&DEV_16AE&SUBSYS_1932103C";"14E4";"Broadcom Inc. and subsidiaries";"16AE";"NetXtreme II BCM57810 10 Gigabit Ethernet Multi Function";"1932103C";"NPAR 10Gb 2-port 534FLB Adapter"
"VEN_14E4&DEV_16AE&SUBSYS_1933103C";"14E4";"Broadcom Inc. and subsidiaries";"16AE";"NetXtreme II BCM57810 10 Gigabit Ethernet Multi Function";"1933103C";"NPAR 10Gb 2-port 534M Adapter"
"VEN_14E4&DEV_16AE&SUBSYS_193A103C";"14E4";"Broadcom Inc. and subsidiaries";"16AE";"NetXtreme II BCM57810 10 Gigabit Ethernet Multi Function";"193A103C";"NPAR 10Gb 2-port 533FLR-T Adapter"
"VEN_14E4&DEV_16AE&SUBSYS_3382103C";"14E4";"Broadcom Inc. and subsidiaries";"16AE";"NetXtreme II BCM57810 10 Gigabit Ethernet Multi Function";"3382103C";"NPAR 10Gb 2-port 530FLR-SFP+ Adapter"
"VEN_14E4&DEV_16AE&SUBSYS_339D103C";"14E4";"Broadcom Inc. and subsidiaries";"16AE";"NetXtreme II BCM57810 10 Gigabit Ethernet Multi Function";"339D103C";"NPAR 10Gb 2-port 530SFP+ Adapter"
"VEN_14E4&DEV_16AF";"14E4";"Broadcom Inc. and subsidiaries";"16AF";"NetXtreme II BCM57810 10 Gigabit Ethernet Virtual Function";"";""
"VEN_14E4&DEV_16AF&SUBSYS_1798103C";"14E4";"Broadcom Inc. and subsidiaries";"16AF";"NetXtreme II BCM57810 10 Gigabit Ethernet Virtual Function";"1798103C";"Flex-10 10Gb 2-port 530FLB Adapter"
"VEN_14E4&DEV_16AF&SUBSYS_17A5103C";"14E4";"Broadcom Inc. and subsidiaries";"16AF";"NetXtreme II BCM57810 10 Gigabit Ethernet Virtual Function";"17A5103C";"Flex-10 10Gb 2-port 530M Adapter"
"VEN_14E4&DEV_16AF&SUBSYS_18D3103C";"14E4";"Broadcom Inc. and subsidiaries";"16AF";"NetXtreme II BCM57810 10 Gigabit Ethernet Virtual Function";"18D3103C";"Ethernet 10Gb 2-port 530T Adapter"
"VEN_14E4&DEV_16AF&SUBSYS_1930103C";"14E4";"Broadcom Inc. and subsidiaries";"16AF";"NetXtreme II BCM57810 10 Gigabit Ethernet Virtual Function";"1930103C";"FlexFabric 10Gb 2-port 534FLR-SFP+ Adapter"
"VEN_14E4&DEV_16AF&SUBSYS_1931103C";"14E4";"Broadcom Inc. and subsidiaries";"16AF";"NetXtreme II BCM57810 10 Gigabit Ethernet Virtual Function";"1931103C";"StoreFabric CN1100R Dual Port Converged Network Adapter"
"VEN_14E4&DEV_16AF&SUBSYS_1932103C";"14E4";"Broadcom Inc. and subsidiaries";"16AF";"NetXtreme II BCM57810 10 Gigabit Ethernet Virtual Function";"1932103C";"FlexFabric 10Gb 2-port 534FLB Adapter"
"VEN_14E4&DEV_16AF&SUBSYS_1933103C";"14E4";"Broadcom Inc. and subsidiaries";"16AF";"NetXtreme II BCM57810 10 Gigabit Ethernet Virtual Function";"1933103C";"FlexFabric 10Gb 2-port 534M Adapter"
"VEN_14E4&DEV_16AF&SUBSYS_193A103C";"14E4";"Broadcom Inc. and subsidiaries";"16AF";"NetXtreme II BCM57810 10 Gigabit Ethernet Virtual Function";"193A103C";"FlexFabric 10Gb 2-port 533FLR-T Adapter"
"VEN_14E4&DEV_16AF&SUBSYS_3382103C";"14E4";"Broadcom Inc. and subsidiaries";"16AF";"NetXtreme II BCM57810 10 Gigabit Ethernet Virtual Function";"3382103C";"Ethernet 10Gb 2-port 530FLR-SFP+ Adapter"
"VEN_14E4&DEV_16AF&SUBSYS_339D103C";"14E4";"Broadcom Inc. and subsidiaries";"16AF";"NetXtreme II BCM57810 10 Gigabit Ethernet Virtual Function";"339D103C";"Ethernet 10Gb 2-port 530SFP+ Adapter"
"VEN_14E4&DEV_16B0";"14E4";"Broadcom Inc. and subsidiaries";"16B0";"NetXtreme BCM57761 Gigabit Ethernet PCIe";"";""
"VEN_14E4&DEV_16B1";"14E4";"Broadcom Inc. and subsidiaries";"16B1";"NetLink BCM57781 Gigabit Ethernet PCIe";"";""
"VEN_14E4&DEV_16B1&SUBSYS_96B11849";"14E4";"Broadcom Inc. and subsidiaries";"16B1";"NetLink BCM57781 Gigabit Ethernet PCIe";"96B11849";"Z77 Extreme4 motherboard"
"VEN_14E4&DEV_16B2";"14E4";"Broadcom Inc. and subsidiaries";"16B2";"NetLink BCM57791 Gigabit Ethernet PCIe";"";""
"VEN_14E4&DEV_16B3";"14E4";"Broadcom Inc. and subsidiaries";"16B3";"NetXtreme BCM57786 Gigabit Ethernet PCIe";"";""
"VEN_14E4&DEV_16B4";"14E4";"Broadcom Inc. and subsidiaries";"16B4";"NetXtreme BCM57765 Gigabit Ethernet PCIe";"";""
"VEN_14E4&DEV_16B5";"14E4";"Broadcom Inc. and subsidiaries";"16B5";"NetLink BCM57785 Gigabit Ethernet PCIe";"";""
"VEN_14E4&DEV_16B6";"14E4";"Broadcom Inc. and subsidiaries";"16B6";"NetLink BCM57795 Gigabit Ethernet PCIe";"";""
"VEN_14E4&DEV_16B7";"14E4";"Broadcom Inc. and subsidiaries";"16B7";"NetXtreme BCM57782 Gigabit Ethernet PCIe";"";""
"VEN_14E4&DEV_16BC";"14E4";"Broadcom Inc. and subsidiaries";"16BC";"BCM57765/57785 SDXC/MMC Card Reader";"";""
"VEN_14E4&DEV_16BE";"14E4";"Broadcom Inc. and subsidiaries";"16BE";"BCM57765/57785 MS Card Reader";"";""
"VEN_14E4&DEV_16BF";"14E4";"Broadcom Inc. and subsidiaries";"16BF";"BCM57765/57785 xD-Picture Card Reader";"";""
"VEN_14E4&DEV_16C1";"14E4";"Broadcom Inc. and subsidiaries";"16C1";"NetXtreme-E RDMA Virtual Function";"";""
"VEN_14E4&DEV_16C6";"14E4";"Broadcom Inc. and subsidiaries";"16C6";"NetXtreme BCM5702A3 Gigabit Ethernet";"";""
"VEN_14E4&DEV_16C6&SUBSYS_110010B7";"14E4";"Broadcom Inc. and subsidiaries";"16C6";"NetXtreme BCM5702A3 Gigabit Ethernet";"110010B7";"3C1000B-T 10/100/1000 PCI"
"VEN_14E4&DEV_16C6&SUBSYS_000C14E4";"14E4";"Broadcom Inc. and subsidiaries";"16C6";"NetXtreme BCM5702A3 Gigabit Ethernet";"000C14E4";"BCM5702 1000Base-T"
"VEN_14E4&DEV_16C6&SUBSYS_800914E4";"14E4";"Broadcom Inc. and subsidiaries";"16C6";"NetXtreme BCM5702A3 Gigabit Ethernet";"800914E4";"BCM5702 1000Base-T"
"VEN_14E4&DEV_16C7";"14E4";"Broadcom Inc. and subsidiaries";"16C7";"NetXtreme BCM5703 Gigabit Ethernet";"";""
"VEN_14E4&DEV_16C7&SUBSYS_00CA0E11";"14E4";"Broadcom Inc. and subsidiaries";"16C7";"NetXtreme BCM5703 Gigabit Ethernet";"00CA0E11";"NC7771 Gigabit Server Adapter (PCI-X, 10,100,1000-T)"
"VEN_14E4&DEV_16C7&SUBSYS_00CB0E11";"14E4";"Broadcom Inc. and subsidiaries";"16C7";"NetXtreme BCM5703 Gigabit Ethernet";"00CB0E11";"NC7781 Gigabit Server Adapter (PCI-X, 10,100,1000-T)"
"VEN_14E4&DEV_16C7&SUBSYS_12C3103C";"14E4";"Broadcom Inc. and subsidiaries";"16C7";"NetXtreme BCM5703 Gigabit Ethernet";"12C3103C";"Combo FC/GigE-SX [A9782A]"
"VEN_14E4&DEV_16C7&SUBSYS_12CA103C";"14E4";"Broadcom Inc. and subsidiaries";"16C7";"NetXtreme BCM5703 Gigabit Ethernet";"12CA103C";"Combo FC/GigE-T [A9784A]"
"VEN_14E4&DEV_16C7&SUBSYS_1321103C";"14E4";"Broadcom Inc. and subsidiaries";"16C7";"NetXtreme BCM5703 Gigabit Ethernet";"1321103C";"Core I/O LAN/SCSI Combo [AB314A]"
"VEN_14E4&DEV_16C7&SUBSYS_000914E4";"14E4";"Broadcom Inc. and subsidiaries";"16C7";"NetXtreme BCM5703 Gigabit Ethernet";"000914E4";"NetXtreme BCM5703 1000Base-T"
"VEN_14E4&DEV_16C7&SUBSYS_000A14E4";"14E4";"Broadcom Inc. and subsidiaries";"16C7";"NetXtreme BCM5703 Gigabit Ethernet";"000A14E4";"NetXtreme BCM5703 1000Base-SX"
"VEN_14E4&DEV_16C8";"14E4";"Broadcom Inc. and subsidiaries";"16C8";"BCM57301 NetXtreme-C 10Gb Ethernet Controller";"";""
"VEN_14E4&DEV_16C9";"14E4";"Broadcom Inc. and subsidiaries";"16C9";"BCM57302 NetXtreme-C 10Gb/25Gb Ethernet Controller";"";""
"VEN_14E4&DEV_16CA";"14E4";"Broadcom Inc. and subsidiaries";"16CA";"BCM57304 NetXtreme-C 10Gb/25Gb/40Gb/50Gb Ethernet Controller";"";""
"VEN_14E4&DEV_16CB";"14E4";"Broadcom Inc. and subsidiaries";"16CB";"NetXtreme-C Ethernet Virtual Function";"";""
"VEN_14E4&DEV_16CC";"14E4";"Broadcom Inc. and subsidiaries";"16CC";"BCM57417 NetXtreme-E Ethernet Partition";"";""
"VEN_14E4&DEV_16CE";"14E4";"Broadcom Inc. and subsidiaries";"16CE";"BCM57311 NetXtreme-C 10Gb RDMA Ethernet Controller";"";""
"VEN_14E4&DEV_16CF";"14E4";"Broadcom Inc. and subsidiaries";"16CF";"BCM57312 NetXtreme-C 10Gb/25Gb RDMA Ethernet Controller";"";""
"VEN_14E4&DEV_16D0";"14E4";"Broadcom Inc. and subsidiaries";"16D0";"BCM57402 NetXtreme-E 10Gb Ethernet Controller";"";""
"VEN_14E4&DEV_16D1";"14E4";"Broadcom Inc. and subsidiaries";"16D1";"BCM57404 NetXtreme-E 10Gb/25Gb Ethernet Controller";"";""
"VEN_14E4&DEV_16D2";"14E4";"Broadcom Inc. and subsidiaries";"16D2";"BCM57406 NetXtreme-E 10GBASE-T Ethernet Controller";"";""
"VEN_14E4&DEV_16D3";"14E4";"Broadcom Inc. and subsidiaries";"16D3";"NetXtreme-E Ethernet Virtual Function";"";""
"VEN_14E4&DEV_16D4";"14E4";"Broadcom Inc. and subsidiaries";"16D4";"BCM57402 NetXtreme-E Ethernet Partition";"";""
"VEN_14E4&DEV_16D5";"14E4";"Broadcom Inc. and subsidiaries";"16D5";"BCM57407 NetXtreme-E 10GBase-T Ethernet Controller";"";""
"VEN_14E4&DEV_16D6";"14E4";"Broadcom Inc. and subsidiaries";"16D6";"BCM57412 NetXtreme-E 10Gb RDMA Ethernet Controller";"";""
"VEN_14E4&DEV_16D6&SUBSYS_120214E4";"14E4";"Broadcom Inc. and subsidiaries";"16D6";"BCM57412 NetXtreme-E 10Gb RDMA Ethernet Controller";"120214E4";"BCM957412M4122C OCP 1x25G Type1 wRoCE"
"VEN_14E4&DEV_16D6&SUBSYS_412014E4";"14E4";"Broadcom Inc. and subsidiaries";"16D6";"BCM57412 NetXtreme-E 10Gb RDMA Ethernet Controller";"412014E4";"NetXtreme E-Series Advanced Dual-port 10Gb SFP+ Ethernet Network Daughter Card"
"VEN_14E4&DEV_16D6&SUBSYS_412614E4";"14E4";"Broadcom Inc. and subsidiaries";"16D6";"BCM57412 NetXtreme-E 10Gb RDMA Ethernet Controller";"412614E4";"NetXtreme-E Dual-port 10G SFP+ Ethernet OCP 3.0 Adapter (BCM957412N4120C)"
"VEN_14E4&DEV_16D6&SUBSYS_8B20152D";"14E4";"Broadcom Inc. and subsidiaries";"16D6";"BCM57412 NetXtreme-E 10Gb RDMA Ethernet Controller";"8B20152D";"BCM57412 NetXtreme-E 10Gb RDMA Ethernet Controller"
"VEN_14E4&DEV_16D6&SUBSYS_8B22152D";"14E4";"Broadcom Inc. and subsidiaries";"16D6";"BCM57412 NetXtreme-E 10Gb RDMA Ethernet Controller";"8B22152D";"BCM57412 NetXtreme-E 25Gb RDMA Ethernet Controller"
"VEN_14E4&DEV_16D7";"14E4";"Broadcom Inc. and subsidiaries";"16D7";"BCM57414 NetXtreme-E 10Gb/25Gb RDMA Ethernet Controller";"";""
"VEN_14E4&DEV_16D7&SUBSYS_140214E4";"14E4";"Broadcom Inc. and subsidiaries";"16D7";"BCM57414 NetXtreme-E 10Gb/25Gb RDMA Ethernet Controller";"140214E4";"BCM957414A4142CC 10Gb/25Gb Ethernet PCIe"
"VEN_14E4&DEV_16D7&SUBSYS_140414E4";"14E4";"Broadcom Inc. and subsidiaries";"16D7";"BCM57414 NetXtreme-E 10Gb/25Gb RDMA Ethernet Controller";"140414E4";"BCM957414M4142C OCP 2x25G Type1 wRoCE"
"VEN_14E4&DEV_16D7&SUBSYS_414014E4";"14E4";"Broadcom Inc. and subsidiaries";"16D7";"BCM57414 NetXtreme-E 10Gb/25Gb RDMA Ethernet Controller";"414014E4";"NetXtreme E-Series Advanced Dual-port 25Gb SFP28 Network Daughter Card"
"VEN_14E4&DEV_16D7&SUBSYS_414314E4";"14E4";"Broadcom Inc. and subsidiaries";"16D7";"BCM57414 NetXtreme-E 10Gb/25Gb RDMA Ethernet Controller";"414314E4";"NetXtreme-E Single-port 40Gb/50Gb Ethernet OCP 2.0 Adapter (BCM957414M4143C)"
"VEN_14E4&DEV_16D7&SUBSYS_414614E4";"14E4";"Broadcom Inc. and subsidiaries";"16D7";"BCM57414 NetXtreme-E 10Gb/25Gb RDMA Ethernet Controller";"414614E4";"NetXtreme-E Dual-port 25G SFP28 Ethernet OCP 3.0 Adapter (BCM957414N4140C)"
"VEN_14E4&DEV_16D7&SUBSYS_020E1590";"14E4";"Broadcom Inc. and subsidiaries";"16D7";"BCM57414 NetXtreme-E 10Gb/25Gb RDMA Ethernet Controller";"020E1590";"Ethernet 25Gb 2-port 631SFP28 Adapter"
"VEN_14E4&DEV_16D7&SUBSYS_02111590";"14E4";"Broadcom Inc. and subsidiaries";"16D7";"BCM57414 NetXtreme-E 10Gb/25Gb RDMA Ethernet Controller";"02111590";"Ethernet 25Gb 2-port 631FLR-SFP28 Adapter"
"VEN_14E4&DEV_16D7&SUBSYS_01011EEC";"14E4";"Broadcom Inc. and subsidiaries";"16D7";"BCM57414 NetXtreme-E 10Gb/25Gb RDMA Ethernet Controller";"01011EEC";"VSE250231S Dual-port 10Gb/25Gb Ethernet PCIe"
"VEN_14E4&DEV_16D8";"14E4";"Broadcom Inc. and subsidiaries";"16D8";"BCM57416 NetXtreme-E Dual-Media 10G RDMA Ethernet Controller";"";""
"VEN_14E4&DEV_16D8&SUBSYS_1FEB1028";"14E4";"Broadcom Inc. and subsidiaries";"16D8";"BCM57416 NetXtreme-E Dual-Media 10G RDMA Ethernet Controller";"1FEB1028";"NetXtreme-E 10Gb SFP+ Adapter"
"VEN_14E4&DEV_16D8&SUBSYS_416314E4";"14E4";"Broadcom Inc. and subsidiaries";"16D8";"BCM57416 NetXtreme-E Dual-Media 10G RDMA Ethernet Controller";"416314E4";"NetXtreme-E Dual-port 10GBASE-T Ethernet OCP 2.0 Adapter (BCM957416M4163C)"
"VEN_14E4&DEV_16D8&SUBSYS_416614E4";"14E4";"Broadcom Inc. and subsidiaries";"16D8";"BCM57416 NetXtreme-E Dual-Media 10G RDMA Ethernet Controller";"416614E4";"NetXtreme-E Dual-port 10GBASE-T Ethernet OCP 3.0 Adapter (BCM957416N4160C)"
"VEN_14E4&DEV_16D8&SUBSYS_020C1590";"14E4";"Broadcom Inc. and subsidiaries";"16D8";"BCM57416 NetXtreme-E Dual-Media 10G RDMA Ethernet Controller";"020C1590";"Ethernet 10Gb 2-port 535T Adapter"
"VEN_14E4&DEV_16D8&SUBSYS_02121590";"14E4";"Broadcom Inc. and subsidiaries";"16D8";"BCM57416 NetXtreme-E Dual-Media 10G RDMA Ethernet Controller";"02121590";"Ethernet 10Gb 2-port 535FLR-T Adapter"
"VEN_14E4&DEV_16D9";"14E4";"Broadcom Inc. and subsidiaries";"16D9";"BCM57417 NetXtreme-E 10GBASE-T RDMA Ethernet Controller";"";""
"VEN_14E4&DEV_16D9&SUBSYS_4866108E";"14E4";"Broadcom Inc. and subsidiaries";"16D9";"BCM57417 NetXtreme-E 10GBASE-T RDMA Ethernet Controller";"4866108E";"Dual Port 10GBase-T Ethernet Controller"
"VEN_14E4&DEV_16DC";"14E4";"Broadcom Inc. and subsidiaries";"16DC";"NetXtreme-E Ethernet Virtual Function";"";""
"VEN_14E4&DEV_16DD";"14E4";"Broadcom Inc. and subsidiaries";"16DD";"NetLink BCM5781 Gigabit Ethernet PCI Express";"";""
"VEN_14E4&DEV_16DE";"14E4";"Broadcom Inc. and subsidiaries";"16DE";"BCM57412 NetXtreme-E Ethernet Partition";"";""
"VEN_14E4&DEV_16DF";"14E4";"Broadcom Inc. and subsidiaries";"16DF";"BCM57314 NetXtreme-C 10Gb/25Gb/40Gb/50Gb RDMA Ethernet Controller";"";""
"VEN_14E4&DEV_16E1";"14E4";"Broadcom Inc. and subsidiaries";"16E1";"NetXtreme-C Ethernet Virtual Function";"";""
"VEN_14E4&DEV_16E2";"14E4";"Broadcom Inc. and subsidiaries";"16E2";"BCM57417 NetXtreme-E 10Gb/25Gb RDMA Ethernet Controller";"";""
"VEN_14E4&DEV_16E2&SUBSYS_4866108E";"14E4";"Broadcom Inc. and subsidiaries";"16E2";"BCM57417 NetXtreme-E 10Gb/25Gb RDMA Ethernet Controller";"4866108E";"Dual Port 10Gb/25Gb SFP28 Ethernet Controller"
"VEN_14E4&DEV_16E3";"14E4";"Broadcom Inc. and subsidiaries";"16E3";"BCM57416 NetXtreme-E 10Gb RDMA Ethernet Controller";"";""
"VEN_14E4&DEV_16E5";"14E4";"Broadcom Inc. and subsidiaries";"16E5";"NetXtreme-C RDMA Virtual Function";"";""
"VEN_14E4&DEV_16E7";"14E4";"Broadcom Inc. and subsidiaries";"16E7";"BCM57404 NetXtreme-E Ethernet Partition";"";""
"VEN_14E4&DEV_16E8";"14E4";"Broadcom Inc. and subsidiaries";"16E8";"BCM57406 NetXtreme-E Ethernet Partition";"";""
"VEN_14E4&DEV_16E9";"14E4";"Broadcom Inc. and subsidiaries";"16E9";"BCM57407 NetXtreme-E 25Gb Ethernet Controller";"";""
"VEN_14E4&DEV_16EB";"14E4";"Broadcom Inc. and subsidiaries";"16EB";"BCM57412 NetXtreme-E RDMA Partition";"";""
"VEN_14E4&DEV_16EC";"14E4";"Broadcom Inc. and subsidiaries";"16EC";"BCM57414 NetXtreme-E Ethernet Partition";"";""
"VEN_14E4&DEV_16ED";"14E4";"Broadcom Inc. and subsidiaries";"16ED";"BCM57414 NetXtreme-E RDMA Partition";"";""
"VEN_14E4&DEV_16EE";"14E4";"Broadcom Inc. and subsidiaries";"16EE";"BCM57416 NetXtreme-E Ethernet Partition";"";""
"VEN_14E4&DEV_16EF";"14E4";"Broadcom Inc. and subsidiaries";"16EF";"BCM57416 NetXtreme-E RDMA Partition";"";""
"VEN_14E4&DEV_16F1";"14E4";"Broadcom Inc. and subsidiaries";"16F1";"BCM57452 NetXtreme-E 10Gb/25Gb/40Gb/50Gb Ethernet";"";""
"VEN_14E4&DEV_16F3";"14E4";"Broadcom Inc. and subsidiaries";"16F3";"NetXtreme BCM5727 Gigabit Ethernet PCIe";"";""
"VEN_14E4&DEV_16F7";"14E4";"Broadcom Inc. and subsidiaries";"16F7";"NetXtreme BCM5753 Gigabit Ethernet PCI Express";"";""
"VEN_14E4&DEV_16FD";"14E4";"Broadcom Inc. and subsidiaries";"16FD";"NetXtreme BCM5753M Gigabit Ethernet PCI Express";"";""
"VEN_14E4&DEV_16FD&SUBSYS_309F103C";"14E4";"Broadcom Inc. and subsidiaries";"16FD";"NetXtreme BCM5753M Gigabit Ethernet PCI Express";"309F103C";"Compaq nx9420 Notebook"
"VEN_14E4&DEV_16FD&SUBSYS_30A3103C";"14E4";"Broadcom Inc. and subsidiaries";"16FD";"NetXtreme BCM5753M Gigabit Ethernet PCI Express";"30A3103C";"Compaq nw8440"
"VEN_14E4&DEV_16FE";"14E4";"Broadcom Inc. and subsidiaries";"16FE";"NetXtreme BCM5753F Fast Ethernet PCI Express";"";""
"VEN_14E4&DEV_170C";"14E4";"Broadcom Inc. and subsidiaries";"170C";"BCM4401-B0 100Base-TX";"";""
"VEN_14E4&DEV_170C&SUBSYS_01881028";"14E4";"Broadcom Inc. and subsidiaries";"170C";"BCM4401-B0 100Base-TX";"01881028";"Inspiron 6000 laptop"
"VEN_14E4&DEV_170C&SUBSYS_018D1028";"14E4";"Broadcom Inc. and subsidiaries";"170C";"BCM4401-B0 100Base-TX";"018D1028";"Inspiron 700m/710m"
"VEN_14E4&DEV_170C&SUBSYS_01961028";"14E4";"Broadcom Inc. and subsidiaries";"170C";"BCM4401-B0 100Base-TX";"01961028";"Inspiron 5160"
"VEN_14E4&DEV_170C&SUBSYS_01AF1028";"14E4";"Broadcom Inc. and subsidiaries";"170C";"BCM4401-B0 100Base-TX";"01AF1028";"Inspiron 6400"
"VEN_14E4&DEV_170C&SUBSYS_01CD1028";"14E4";"Broadcom Inc. and subsidiaries";"170C";"BCM4401-B0 100Base-TX";"01CD1028";"Inspiron 9400 Laptop"
"VEN_14E4&DEV_170C&SUBSYS_01D71028";"14E4";"Broadcom Inc. and subsidiaries";"170C";"BCM4401-B0 100Base-TX";"01D71028";"XPS M1210"
"VEN_14E4&DEV_170C&SUBSYS_01D81028";"14E4";"Broadcom Inc. and subsidiaries";"170C";"BCM4401-B0 100Base-TX";"01D81028";"Inspiron E1405"
"VEN_14E4&DEV_170C&SUBSYS_099C103C";"14E4";"Broadcom Inc. and subsidiaries";"170C";"BCM4401-B0 100Base-TX";"099C103C";"NX6110/NC6120"
"VEN_14E4&DEV_170C&SUBSYS_30A2103C";"14E4";"Broadcom Inc. and subsidiaries";"170C";"BCM4401-B0 100Base-TX";"30A2103C";"NX7300 laptop"
"VEN_14E4&DEV_170C&SUBSYS_170C14E4";"14E4";"Broadcom Inc. and subsidiaries";"170C";"BCM4401-B0 100Base-TX";"170C14E4";"HP Compaq 6720t Mobile Thin Client"
"VEN_14E4&DEV_170D";"14E4";"Broadcom Inc. and subsidiaries";"170D";"NetXtreme BCM5901 100Base-TX";"";""
"VEN_14E4&DEV_170D&SUBSYS_05451014";"14E4";"Broadcom Inc. and subsidiaries";"170D";"NetXtreme BCM5901 100Base-TX";"05451014";"ThinkPad R40e"
"VEN_14E4&DEV_170E";"14E4";"Broadcom Inc. and subsidiaries";"170E";"NetXtreme BCM5901 100Base-TX";"";""
"VEN_14E4&DEV_1712";"14E4";"Broadcom Inc. and subsidiaries";"1712";"NetLink BCM5906 Fast Ethernet PCI Express";"";""
"VEN_14E4&DEV_1713";"14E4";"Broadcom Inc. and subsidiaries";"1713";"NetLink BCM5906M Fast Ethernet PCI Express";"";""
"VEN_14E4&DEV_1713&SUBSYS_01F31028";"14E4";"Broadcom Inc. and subsidiaries";"1713";"NetLink BCM5906M Fast Ethernet PCI Express";"01F31028";"Inspiron 1420"
"VEN_14E4&DEV_1713&SUBSYS_02091028";"14E4";"Broadcom Inc. and subsidiaries";"1713";"NetLink BCM5906M Fast Ethernet PCI Express";"02091028";"XPS M1330"
"VEN_14E4&DEV_1713&SUBSYS_30C0103C";"14E4";"Broadcom Inc. and subsidiaries";"1713";"NetLink BCM5906M Fast Ethernet PCI Express";"30C0103C";"Compaq 6710b"
